Age,Number of Dependents,Number of Referrals,Monthly Charge,Family_Status,Discounted_Plan,City_Frequency,Senior Citizen_True,Married_True,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_No Internet,Online Security_Yes,Premium Tech Support_Yes,Contract_One Year,Contract_Two Year,Paperless Billing_Yes,Payment Method_Credit Card,Payment Method_Mailed Check,Churn_Label_Encoded,Charge_Segment,Age_Segment,City_Size_Category,City_Frequency_Category,City
30,0,0,70.5,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,Mid Spend (40-80),Young (18-30),Large,High,Anaheim
59,0,0,19.65,0,1,28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,Low Spend (<40),Senior (55+),Large,High,Anaheim
62,1,1,19.0,1,1,28,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,Low Spend (<40),Senior (55+),Large,High,Anaheim
40,0,0,20.0,0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,Low Spend (<40),Middle-Aged (30-55),Medium,Medium,Brea
56,0,0,63.25,0,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,Mid Spend (40-80),Senior (55+),Medium,Medium,Fullerton
28,0,1,20.1,0,1,16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,Low Spend (<40),Young (18-30),Medium,Medium,Fullerton
52,0,1,99.15,0,0,16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,High Spend (>80),Middle-Aged (30-55),Medium,Medium,Fullerton
25,0,1,90.4,0,0,16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,High Spend (>80),Young (18-30),Medium,Medium,Fullerton
32,0,1,111.9,0,0,20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,High Spend (>80),Middle-Aged (30-55),Medium,Medium,Garden Grove
56,0,1,24.9,0,1,20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,Low Spend (<40),Senior (55+),Medium,Medium,Garden Grove
19,0,1,83.5,0,0,20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,High Spend (>80),Young (18-30),Medium,Medium,Garden Grove
52,0,0,84.3,0,0,20,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,High Spend (>80),Middle-Aged (30-55),Medium,Medium,Garden Grove
36,0,0,45.6,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,Mid Spend (40-80),Middle-Aged (30-55),Medium,Medium,Garden Grove
45,0,0,54.85,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0,Mid Spend (40-80),Middle-Aged (30-55),Very Small,Very Low,Villa Park
22,0,0,65.55,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,Mid Spend (40-80),Young (18-30),Medium,Medium,Orange
53,0,0,90.35,0,0,20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,High Spend (>80),Middle-Aged (30-55),Medium,Medium,Orange
59,0,1,20.4,0,1,20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,Low Spend (<40),Senior (55+),Medium,Medium,Orange
21,0,0,74.55,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,Mid Spend (40-80),Young (18-30),Medium,Medium,Orange
47,0,0,19.95,0,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,Low Spend (<40),Middle-Aged (30-55),Medium,Medium,Orange
34,1,1,74.25,1,0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,Mid Spend (40-80),Middle-Aged (30-55),Very Small,Very Low,Placentia
51,0,0,108.65,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,High Spend (>80),Middle-Aged (30-55),Medium,Medium,Corona
55,0,0,109.55,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0,High Spend (>80),Middle-Aged (30-55),Medium,Medium,Corona
35,0,1,86.65,0,0,20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0,High Spend (>80),Middle-Aged (30-55),Medium,Medium,Corona
28,0,1,81.0,0,0,20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0,High Spend (>80),Young (18-30),Medium,Medium,Corona
48,0,0,47.85,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,Mid Spend (40-80),Middle-Aged (30-55),Medium,Medium,Corona
47,3,1,114.55,1,0,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,High Spend (>80),Middle-Aged (30-55),Medium,Medium,Yorba Linda
57,2,0,20.55,0,1,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,Low Spend (<40),Senior (55+),Medium,Medium,Ventura
63,0,0,69.5,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,Mid Spend (40-80),Senior (55+),Medium,Medium,Camarillo
64,0,0,48.85,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,Mid Spend (40-80),Senior (55+),Very Small,Very Low,Carpinteria
55,0,0,25.25,0,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,Low Spend (<40),Middle-Aged (30-55),Very Small,Very Low,Fillmore
30,0,0,87.55,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,High Spend (>80),Young (18-30),Very Small,Very Low,Oak View
51,0,0,78.55,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,Mid Spend (40-80),Middle-Aged (30-55),Very Small,Very Low,Ojai
27,0,0,92.05,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,High Spend (>80),Young (18-30),Medium,Medium,Oxnard
56,1,5,85.05,1,0,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,High Spend (>80),Senior (55+),Medium,Medium,Oxnard
49,0,0,19.7,0,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,Low Spend (<40),Middle-Aged (30-55),Very Small,Very Low,Piru
22,0,0,95.15,0,0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,High Spend (>80),Young (18-30),Very Small,Very Low,Santa Paula
28,0,1,84.25,0,0,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,High Spend (>80),Young (18-30),Medium,Medium,Simi Valley
48,0,9,55.0,0,0,28,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Mid Spend (40-80),Middle-Aged (30-55),Large,High,Santa Barbara
41,0,5,89.85,0,0,28,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0,High Spend (>80),Middle-Aged (30-55),Large,High,Santa Barbara
40,0,0,20.35,0,1,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,Low Spend (<40),Middle-Aged (30-55),Large,High,Santa Barbara
31,0,0,54.55,0,0,28,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0,Mid Spend (40-80),Middle-Aged (30-55),Large,High,Santa Barbara
41,0,0,99.45,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,High Spend (>80),Middle-Aged (30-55),Large,High,Santa Barbara
48,0,2,70.9,0,0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0,Mid Spend (40-80),Middle-Aged (30-55),Very Small,Very Low,Goleta
50,2,10,25.4,1,1,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,Low Spend (<40),Middle-Aged (30-55),Very Small,Very Low,Arvin
21,1,1,25.25,1,1,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,Low Spend (<40),Young (18-30),Very Small,Very Low,California Hot Springs
25,0,6,69.65,0,0,4,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,Mid Spend (40-80),Young (18-30),Very Small,Very Low,Corcoran
37,3,7,20.1,1,1,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,Low Spend (<40),Middle-Aged (30-55),Medium,Medium,Frazier Park
64,0,0,24.8,0,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,Low Spend (<40),Senior (55+),Very Small,Very Low,Farmersville
32,0,0,95.1,0,0,8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,High Spend (>80),Middle-Aged (30-55),Medium,Medium,Frazier Park
39,0,2,88.85,0,0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,High Spend (>80),Middle-Aged (30-55),Very Small,Very Low,Glennville
38,0,6,78.8,0,0,4,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,Mid Spend (40-80),Middle-Aged (30-55),Very Small,Very Low,Hanford
56,0,3,20.35,0,1,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Low Spend (<40),Senior (55+),Very Small,Very Low,Ivanhoe
46,0,0,45.25,0,0,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,Mid Spend (40-80),Middle-Aged (30-55),Very Small,Very Low,Kettleman City
23,0,0,20.05,0,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,Low Spend (<40),Young (18-30),Very Small,Very Low,Lake Isabella
40,0,10,69.55,0,0,4,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0,Mid Spend (40-80),Middle-Aged (30-55),Very Small,Very Low,Lamont
33,3,5,19.5,1,1,4,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,Low Spend (<40),Middle-Aged (30-55),Very Small,Very Low,Laton
48,0,0,74.75,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,Mid Spend (40-80),Middle-Aged (30-55),Very Small,Very Low,Lebec
22,0,0,30.2,0,0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,Low Spend (<40),Young (18-30),Very Small,Very Low,Lemoore
22,0,9,57.8,0,0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,Mid Spend (40-80),Young (18-30),Very Small,Very Low,Lost Hills
60,0,6,19.85,0,1,4,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,Low Spend (<40),Senior (55+),Very Small,Very Low,Mc Farland
37,3,3,25.55,1,1,4,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,Low Spend (<40),Middle-Aged (30-55),Very Small,Very Low,Mc Kittrick
49,0,0,24.85,0,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,Low Spend (<40),Middle-Aged (30-55),Very Small,Very Low,New Cuyama
63,0,0,24.55,0,1,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,Low Spend (<40),Senior (55+),Very Small,Very Low,Porterville
57,0,0,107.95,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,High Spend (>80),Senior (55+),Very Small,Very Low,Richgrove
64,0,4,81.4,0,0,4,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,High Spend (>80),Senior (55+),Very Small,Very Low,Sequoia National Park
57,0,9,73.8,0,0,4,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,Mid Spend (40-80),Senior (55+),Very Small,Very Low,Springville
37,0,0,64.4,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,Mid Spend (40-80),Middle-Aged (30-55),Very Small,Very Low,Stratford
47,0,0,71.1,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,Mid Spend (40-80),Middle-Aged (30-55),Very Small,Very Low,Taft
33,0,0,49.9,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,Mid Spend (40-80),Middle-Aged (30-55),Very Small,Very Low,Terra Bella
58,0,0,24.6,0,1,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,Low Spend (<40),Senior (55+),Very Small,Very Low,Three Rivers
42,0,0,30.1,0,0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,Low Spend (<40),Middle-Aged (30-55),Very Small,Very Low,Tulare
55,0,0,83.4,0,0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,High Spend (>80),Middle-Aged (30-55),Very Small,Very Low,Tupman
53,0,0,20.45,0,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,Low Spend (<40),Middle-Aged (30-55),Medium,Medium,Visalia
55,0,7,75.25,0,0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0,Mid Spend (40-80),Middle-Aged (30-55),Very Small,Very Low,Wasco
62,0,0,20.55,0,1,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,Low Spend (<40),Senior (55+),Very Small,Very Low,Weldon
64,0,8,20.65,0,1,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,Low Spend (<40),Senior (55+),Very Small,Very Low,Woody
19,0,5,85.15,0,0,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,High Spend (>80),Young (18-30),Medium,Medium,Visalia
23,0,8,66.5,0,0,39,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,Mid Spend (40-80),Young (18-30),Large,High,Bakersfield
34,0,5,63.3,0,0,39,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,Mid Spend (40-80),Middle-Aged (30-55),Large,High,Bakersfield
52,0,0,83.15,0,0,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,High Spend (>80),Middle-Aged (30-55),Large,High,Bakersfield
56,0,0,84.9,0,0,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,High Spend (>80),Senior (55+),Large,High,Bakersfield
30,0,0,20.55,0,1,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,Low Spend (<40),Young (18-30),Large,High,Bakersfield
34,0,0,49.25,0,0,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,Mid Spend (40-80),Middle-Aged (30-55),Large,High,Bakersfield
19,0,0,59.6,0,0,39,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0,Mid Spend (40-80),Young (18-30),Large,High,Bakersfield
26,0,10,75.3,0,0,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,Mid Spend (40-80),Young (18-30),Medium,Medium,San Luis Obispo
60,2,6,80.1,1,0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,High Spend (>80),Senior (55+),Very Small,Very Low,Los Osos
45,0,6,81.0,0,0,4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,High Spend (>80),Middle-Aged (30-55),Very Small,Very Low,Arroyo Grande
23,0,0,24.7,0,1,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,Low Spend (<40),Young (18-30),Very Small,Very Low,Atascadero
53,1,0,86.0,0,0,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0,High Spend (>80),Middle-Aged (30-55),Very Small,Very Low,Avila Beach
61,0,2,25.4,0,1,4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,Low Spend (<40),Senior (55+),Very Small,Very Low,Bradley
21,0,0,89.15,0,0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,High Spend (>80),Young (18-30),Very Small,Very Low,Buellton
40,0,2,58.25,0,0,4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,Mid Spend (40-80),Middle-Aged (30-55),Very Small,Very Low,Cambria
51,0,0,85.65,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,High Spend (>80),Middle-Aged (30-55),Very Small,Very Low,Casmalia
47,0,0,50.35,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,Mid Spend (40-80),Middle-Aged (30-55),Very Small,Very Low,Cayucos
22,0,6,20.2,0,1,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,Low Spend (<40),Young (18-30),Very Small,Very Low,Grover Beach
24,0,0,20.55,0,1,4,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,Low Spend (<40),Young (18-30),Very Small,Very Low,Guadalupe
47,0,0,26.25,0,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,Low Spend (<40),Middle-Aged (30-55),Very Small,Very Low,Morro Bay
20,2,8,80.85,1,0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,High Spend (>80),Young (18-30),Very Small,Very Low,Nipomo
41,0,0,74.2,0,0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,Mid Spend (40-80),Middle-Aged (30-55),Very Small,Very Low,Paso Robles
46,0,0,20.35,0,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,Low Spend (<40),Middle-Aged (30-55),Very Small,Very Low,San Ardo
51,3,4,75.5,1,0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,Mid Spend (40-80),Middle-Aged (30-55),Very Small,Very Low,San Miguel
27,0,5,79.05,0,0,4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,Mid Spend (40-80),Young (18-30),Very Small,Very Low,San Simeon
25,0,1,90.15,0,0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,High Spend (>80),Young (18-30),Very Small,Very Low,Santa Margarita
48,2,10,50.6,1,0,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,Mid Spend (40-80),Middle-Aged (30-55),Medium,Medium,Santa Maria
19,0,0,110.45,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,High Spend (>80),Young (18-30),Medium,Medium,Santa Maria
26,0,9,101.0,0,0,12,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0,High Spend (>80),Young (18-30),Medium,Medium,Santa Maria
38,0,0,65.0,0,0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,Mid Spend (40-80),Middle-Aged (30-55),Very Small,Very Low,Solvang
35,0,0,80.45,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,High Spend (>80),Middle-Aged (30-55),Very Small,Very Low,Templeton
23,0,9,24.1,0,1,4,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,Low Spend (<40),Young (18-30),Very Small,Very Low,California City
46,0,0,44.05,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,Mid Spend (40-80),Middle-Aged (30-55),Very Small,Very Low,Acton
43,0,5,19.25,0,1,4,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,Low Spend (<40),Middle-Aged (30-55),Very Small,Very Low,Boron
41,0,0,90.05,0,0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0,High Spend (>80),Middle-Aged (30-55),Very Small,Very Low,Bridgeport
35,0,0,56.7,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,Mid Spend (40-80),Middle-Aged (30-55),Very Small,Very Low,Caliente
28,0,10,80.15,0,0,4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,High Spend (>80),Young (18-30),Very Small,Very Low,Darwin
